"id","trial_no","item_type","source","recog","rt_recog","assign","rt_assign","word","study_pos","age","gender","occupation","strategy1","strategy2"
1,61,"F item","bottom","old",0.90198227854944,"B",0.670435832153089,"Pferd",11,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,62,"R item","bottom","old",1.2350155774493,"T",0.245962458225222,"Gehirn",58,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,63,"R item","top","old",0.908061052768062,"T",0.198525701354811,"Gold",20,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,64,"distractor","nosou","new",1.2351665519318,"N",-66,"Vogel",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,65,"distractor","nosou","new",1.10996193637857,"N",-66,"Seil",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,66,"distractor","nosou","new",1.52594340590167,"N",-66,"Staub",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,67,"distractor","nosou","new",2.74865784505346,"N",-66,"Redner",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,68,"R item","bottom","old",1.10217485306657,"B",0.35029813357778,"Maler",61,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,69,"distractor","nosou","new",1.39497796511023,"N",-66,"Pelz",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,70,"distractor","nosou","new",2.75774216019818,"N",-66,"Gelenk",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,71,"distractor","nosou","new",3.42079788373121,"N",-66,"Hütte",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,72,"F item","top","new",1.14262042471455,"N",-66,"Hose",54,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,73,"F item","top","old",4.58214858022438,"T",0.765539910185908,"Hotel",66,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,74,"distractor","nosou","new",1.15546105063549,"N",-66,"Altar",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,75,"distractor","nosou","new",3.69335687660077,"N",-66,"Küste",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,76,"distractor","nosou","old",3.49993599994832,"B",0.741791788137562,"Tinte",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,77,"F item","bottom","new",2.26675344964406,"N",-66,"Becher",2,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,78,"R item","top","old",2.14168873164181,"T",0.694324672266703,"Dozent",56,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,79,"distractor","nosou","new",2.21938725693326,"N",-66,"Möbel",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,80,"distractor","nosou","new",1.39874863487057,"N",-66,"Sänger",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,81,"F item","bottom","old",2.46199381496899,"B",0.366288300544511,"Schleim",73,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,82,"distractor","nosou","new",2.26697457803039,"N",-66,"Fuchs",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,83,"F item","top","new",1.45359626961726,"N",-66,"Rathaus",45,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,84,"R item","bottom","new",2.49433804663659,"N",-66,"Person",1,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,85,"R item","top","old",2.00646564633098,"T",0.558269996528907,"Nässe",79,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,86,"R item","bottom","old",1.22629105747001,"B",0.20639196421962,"Ehefrau",8,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,87,"distractor","nosou","new",1.4925107630861,"N",-66,"Berg",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,88,"distractor","nosou","new",0.957368580405273,"N",-66,"Eisen",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,89,"distractor","nosou","new",0.958954222732245,"N",-66,"Schädel",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,90,"F item","top","old",1.12597671875028,"T",0.358195165698817,"Zeitung",5,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,91,"F item","bottom","new",1.2673433988457,"N",-66,"Keller",30,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,92,"R item","top","old",0.966278536433492,"B",0.342757614570473,"Lager",62,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,93,"R item","bottom","old",1.25781846795326,"T",0.366234146653369,"Raupe",22,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,94,"F item","top","new",1.70733801627648,"N",-66,"Schmutz",4,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,95,"F item","top","old",1.10138880113936,"T",0.318206209810342,"Gemüse",67,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,96,"distractor","nosou","new",3.82719780693151,"N",-66,"Hammer",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,97,"R item","top","old",1.92498250254994,"T",0.926171836858884,"Toast",69,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,98,"F item","top","new",0.954895962991031,"N",-66,"Wiese",46,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,99,"F item","top","new",8.30968886948813,"N",-66,"Getränk",28,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,100,"distractor","nosou","new",1.43776035918836,"N",-66,"Blüte",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,101,"F item","bottom","new",3.8938276051922,"N",-66,"Fleisch",37,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,102,"distractor","nosou","new",3.07821955135933,"N",-66,"Stein",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,103,"F item","top","old",3.22271074683977,"B",0.781596128488673,"Gras",3,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,104,"F item","top","new",1.46675074194991,"N",-66,"Flasche",12,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,105,"R item","top","old",1.0299930502506,"T",0.294122497741228,"Bauch",6,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,106,"distractor","nosou","new",1.86002696207288,"N",-66,"Kind",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,107,"distractor","nosou","new",3.12744379687774,"N",-66,"Meer",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,108,"distractor","nosou","new",5.95802335017379,"N",-66,"Stange",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,109,"F item","bottom","new",0.997983177832793,"N",-66,"Fahne",77,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,110,"distractor","nosou","new",1.73277393458375,"N",-66,"Wohnung",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,111,"distractor","nosou","new",1.02147406890253,"N",-66,"Wiege",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,112,"R item","top","old",1.15819377082607,"T",0.182249175178185,"Pfeffer",32,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,113,"F item","top","old",3.52320535237322,"B",0.237950554215786,"Mönch",10,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,114,"distractor","nosou","new",1.26796001473667,"N",-66,"Butter",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,115,"distractor","nosou","new",1.28734956910739,"N",-66,"Luft",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,116,"distractor","nosou","new",2.73398993558203,"N",-66,"Gift",-95,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,117,"F item","bottom","old",1.79795388550065,"T",0.246265637961187,"Leiche",9,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,118,"F item","top","old",1.14741591582879,"T",0.318128671285194,"Puppe",38,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
1,119,"F item","top","old",3.98747404100413,"B",0.334369505124414,"Pianist",52,18,"w",2,1,"Die Worte, die mit EEE gekennzeichnet waren, habe ich in eine Geschichte eingewebt. Die VVV-Wörter kamen in der Geschichte nicht vor."
